"idDienThoai";"ten";"url_img";"gia";"gia_cu";"gia_online";"ram";"rom";"mau_sac";"khuyen_mai";"url_installment";"cong_nghe_man_hinh";"do_phan_giai";"mau_man_hinh";"chuan_man_hinh";"cong_nghe_cam_ung";"man_hinh";"mat_kinh_man_hinh";"toc_do_cpu";"so_nhan";"chipset";"gpu";"cam_bien";"the_nho_ngoai";"dung_luong_the_nho_toi_da";"dung_luong_danh_ba";"bo_nho_con_lai";"kich_thuoc";"trong_luong";"kieu_dang";"chat_lieu";"chong_nuoc";"loai_pin";"cong_nghe_pin";"dung_luong_pin";"thao_roi_pin";"thoi_gian_cho";"thoi_gian_dam_thoai";"thoi_gian_sac";"sac_nhanh";"ket_noi_usb";"cong_ket_noi_khac";"cong_sac";"jack_in_out";"wifi";"gps";"bluetooth";"gprs";"edge";"loai_sim";"mang_2g";"mang_3g";"mang_4g";"khe_cam_sim";"nfc";"model_series";"he_dieu_hanh";"xem_phim";"nghe_nhac";"ghi_am";"fm_radio";"den_pin";"chuc_nang_khac";"thoi_gian_bao_hanh";"xuat_xu";"nam_san_xuat";"do_phan_giai_cam_truoc";"do_phan_giai_cam_sau";"thong_tin_khac";"quay_phim";"den_flash";"chup_anh_nang_cao";"video_call";"box";"choi_game";"ghi_chu"
"67";"Xiaomi Redmi Note 8 3GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/10/7/637060418361864075_xiaomi-redmi-note-8-den-1.png";"3990000";"3311000";NULL;"3 GB";"32 GB";"Đen/Trắng/Xanh/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-8";"IPS LCD";"1080 x 2340 Pixels";"16 Triệu";"Full HD+";NULL;"6.3 inches";"Corning Gorilla Glass 5";"2.0 Ghz";"Octa-Core";"Qualcomm® Snapdragon™ 665";"Adreno 610";"Cảm biến tiệm cận, Cảm biến ánh sáng môi trường, Cảm biến gia tốc, Con quay hồi chuyển, La bàn kỹ thuật số, Cảm biến vân tay";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"158.3 x 75.3 x 8.4 mm";"190g";"Nguyên khối, màn hình giọt nước";"Khung kim loại + mặt lưng kính";"Không";"Li-Po";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh tiêu chuẩn 10W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, 2.4G/5G, Wifi Direct, Wifi hotspot";"AGPS+GLONASS+BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";"Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"18 Tháng";"Trung Quốc";"2019";"13.0 MP";"48 MP+ 8 MP+ 2 MP+ 2 MP";"Làm đẹp, Hiệu chỉnh độ sáng màn hình, Phân tách cảnh AI, Nhận diện khuôn mặt, Bộ lọc, Hẹn giờ chụp selfie, Gương selfie, Vẫy tay selfie, Selfie toàn cảnh, Chế độ chân dung, Điều chỉnh độ mờ, Khung camera toàn màn hình";"Quay phim slow motion 720p@120fps/240fps, Quay phim slow motion 1080p@120fps, Quay phim 720p@30fps, Quay phim 1080p@30fps/60fps*, Quay phim 4K@30fps";"Có";"HD 48MP, góc siêu rộng, Làm đẹp, Chụp ảnh ổn định ban đêm, chân dung làm mờ bối cảnh, toàn cảnh, chuyên nghiệp, Hẹn giờ chụp ảnh, Thủy chuẩn, chụp ảnh liên tục, Nhận diện khuôn mặt, HDR, Camera sau AI nhận dạng cảnh, Camera macro";NULL;"Sạc, Cáp, Sách hướng dẫn, que sim, ốp lưng
";NULL;"không"
"68";"Xiaomi Redmi Note 9 Pro 6GB-64GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/8/637245524022342857_xiaomi-redmi-note-9-pro-xam-1.png";"6490000";"5390000";NULL;"6 GB";"64 GB";"Xám/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-9-pro";"IPS LCD";"1080 x 2400 Pixels";"16 triệu màu";"Full HD +";NULL;"6.67 inchs";"Corning Gorilla Glass 5";"2.3Ghz";"8";"Snapdragon Qualcomm 720G (8nm)";"Adreno 618";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 165.75 mm - Ngang 76.68 mm - Dày 8.8 mm";"209 g";"Nguyên Khối + Cảm ứng";"Khung nhựa + mặt lưng kính";"Không";"Li-Po";NULL;"5020 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 30W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng khuôn mặt AI, Mở khóa vân tay bên hông máy";"18 Tháng";"Trung Quốc";"2020";"16.0 MP";"Chính 64 MP & Phụ 8 MP, 5 MP, 2 MP";"Selfie toàn cảnh, Vẫy tay chụp ảnh, Phát hiện bóng AI, Camera trước hỗ trợ HDR, Hiệu chỉnh độ sáng màn hình camera trước, Nhận dạng khuôn mặt. Làm đẹp AI, Chế độ chân dung AI, Nhận dạng cảnh AI, Đèn studio AI";"Quay phim slow motion 720p@960fps / 240fps / 120fps, Quay phim chuyển động chậm 1080p@120fps, Quay video góc siêu rộng 720p@30fps, Quay video góc siêu rộng 1080p@30fps, Quay phim 720P@30fps, Quay phim 1080P@60fps / 30fps, Quay phim 4K@30fps";"Có";"Chế độ Ultra HD 64MP, cảnh đêm, Nhận dạng cảnh AI 5.0, góc siêu rộng, Hiệu chỉnh biến dạng cạnh ống kính siêu rộng, Làm đẹp AI, chụp ảnh liên tục, Tilt-shift, Thủy chuẩn, chụp chuyên nghiệp, Chế độ chân dung điều chỉnh mờ hậu cảnh, Chế độ toàn cảnh";NULL;"Máy, Bộ Sạc, Sách Hướng Dẫn, Ốp Lưng, Que Chọc Sim, Hộp

";NULL;"không"
"69";"Xiaomi Redmi Note 9 4GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/8/637245493329150474_xiaomi-redmi-note-9-xam-1.png";"4790000";"4147000";"4990000";"4 GB";"128 GB";"Xám/Xanh/Trắng/";"Giá đặc biệt đến 21/06: 4,790,000đ
Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-9/566721/tra-gop";"IPS LCD";"1080 x 2340 Pixels";"16 triệu màu";"Full HD +";NULL;"6.53 inchs";"Corning Gorilla Glass 5";"2.0Ghz";"8";"MediaTek Helio G85";"ARM Mali-G52";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 162.3 mm - Ngang 77.2 mm - Dày 8.9 mm";"199 g";"Nguyên Khối + Cảm ứng";"Khung nhựa + mặt lưng kính";"Không";"Li-Po";NULL;"5020 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 18W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng khuôn mặt, Mở khóa vân tay sau mặt lưng";"18 Tháng";"Trung Quốc";"2020";"13.0 MP";"Chính 48MP và Phụ 8MP + 2MP + 2MP";"Làm đẹp, Hiệu chỉnh độ sáng màn hình, Phân tách cảnh AI, Nhận diện khuôn mặt, Bộ lọc, Hẹn giờ chụp selfie, Gương selfie, Vẫy tay selfie, Selfie toàn cảnh, Chế độ chân dung, Điều chỉnh độ mờ, Khung camera toàn màn hình";"Quay phim slow motion 720p@120fps/240fps, Quay phim slow motion 1080p@120fps, Quay phim 720p@30fps, Quay phim 1080p@30fps/60fps*, Quay phim 4K@30fps";"Có";"HD 48MP, góc siêu rộng, Làm đẹp, Chụp ảnh ổn định ban đêm, chân dung làm mờ bối cảnh, toàn cảnh, chuyên nghiệp, Hẹn giờ chụp ảnh, Thủy chuẩn, chụp ảnh liên tục, Nhận diện khuôn mặt, HDR, Camera sau AI nhận dạng cảnh, Camera macro";NULL;"Hộp máy, điện thoại, cáp sạc, củ sạc, sách hướng dẫn sử dụng, que lấy sim và ốp lưng
";NULL;"không"
"70";"Xiaomi Redmi Note 9 Pro 6GB-128GB Xanh";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/9/637246116075792918_xiaomi-redmi-note-9-pro-xanh-1.png";"6990000";"5797000";NULL;"6 GB";"128 GB";"Xanh/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-9-pro-6gb-128gb-xanh";"IPS LCD";"1080 x 2400 Pixels";"16 triệu màu";"Full HD +";NULL;"6.67 inchs";"Corning Gorilla Glass 5";"2.3Ghz";"8";"Snapdragon Qualcomm 720G (8nm)";"Adreno 618";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 165.75 mm - Ngang 76.68 mm - Dày 8.8 mm";"209 g";"Nguyên Khối + Cảm ứng";"Khung nhựa + mặt lưng kính";"Không";"Li-Po";NULL;"5020 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 30W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng khuôn mặt AI, Mở khóa vân tay bên hông máy";"18 Tháng";"Trung Quốc";"2020";"16.0 MP";"Chính 64 MP & Phụ 8 MP, 5 MP, 2 MP";"Selfie toàn cảnh, Vẫy tay chụp ảnh, Phát hiện bóng AI, Camera trước hỗ trợ HDR, Hiệu chỉnh độ sáng màn hình camera trước, Nhận dạng khuôn mặt. Làm đẹp AI, Chế độ chân dung AI, Nhận dạng cảnh AI, Đèn studio AI";"Quay phim slow motion 720p@960fps / 240fps / 120fps, Quay phim chuyển động chậm 1080p@120fps, Quay video góc siêu rộng 720p@30fps, Quay video góc siêu rộng 1080p@30fps, Quay phim 720P@30fps, Quay phim 1080P@60fps / 30fps, Quay phim 4K@30fps";"Có";"Chế độ Ultra HD 64MP, cảnh đêm, Nhận dạng cảnh AI 5.0, góc siêu rộng, Hiệu chỉnh biến dạng cạnh ống kính siêu rộng, Làm đẹp AI, chụp ảnh liên tục, Tilt-shift, Thủy chuẩn, chụp chuyên nghiệp, Chế độ chân dung điều chỉnh mờ hậu cảnh, Chế độ toàn cảnh";NULL;"Máy, Bộ Sạc, Sách Hướng Dẫn, Ốp Lưng, Que Chọc Sim, Hộp

";NULL;"không"
"71";"Vivo iQOO Neo 3";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/23/637232522409935035_vivo-iqoo-neo-3.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"72";"Xiaomi Redmi Note 8 Pro 6GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/24/637233204389060896_xiaomi-redmi-note-8-pro-blue-1.png";"5690000";"4972000";"5990000";"6 GB";"128 GB";"Blue/Grey/White/";"Giá đặc biệt đến 21/06: 5,690,000đ
Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-8-pro-6gb-128gb";"IPS LCD";"1080 x 2340 Pixels";"16 Triệu";"Full HD+";NULL;"6.53 Inchs";"Corning Gorilla Glass 5";"2.0 Ghz";"Octa-Core";"Mediatek Helio G90T";"Mali-G76MC4";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"161.35 x 76.4 x 8.79 mm";"199.8 g";"Nguyên khối, màn hình giọt nước";"Khung kim loại + mặt lưng kính";"Không";"Li-Po";NULL;"4500 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 18W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, 2.4G/5G, Wifi Direct, Wifi hotspot";"AGPS+GLONASS+BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"18 Tháng";"Trung Quốc";"2019";"20.0 MP";"64 MP+ 8 MP+ 2 MP+ 2 MP";"Selfie toàn cảnh, Vẫy tay chụp ảnh, Phát hiện bóng AI, Camera trước hỗ trợ HDR, Hiệu chỉnh độ sáng màn hình camera trước, Nhận dạng khuôn mặt. Làm đẹp AI, Chế độ chân dung AI, Nhận dạng cảnh AI, Đèn studio AI";"Quay phim slow motion 720p@960fps / 240fps / 120fps, Quay phim chuyển động chậm 1080p@120fps, Quay video góc siêu rộng 720p@30fps, Quay video góc siêu rộng 1080p@30fps, Quay phim 720P@30fps, Quay phim 1080P@60fps / 30fps, Quay phim 4K@30fps";"Có";"Chế độ Ultra HD 64MP, cảnh đêm, Nhận dạng cảnh AI 5.0, góc siêu rộng, Hiệu chỉnh biến dạng cạnh ống kính siêu rộng, Làm đẹp AI, chụp ảnh liên tục, Tilt-shift, Thủy chuẩn, chụp chuyên nghiệp, Chế độ chân dung điều chỉnh mờ hậu cảnh, Chế độ toàn cảnh";NULL;"Hộp, Cáp, Sạc, Sách hướng dẫn, ốp lưng
";NULL;"không"
"73";"Xiaomi Redmi Note 9 Pro 6GB-64GB Xanh";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/9/637246116075792918_xiaomi-redmi-note-9-pro-xanh-1.png";"6490000";"None";NULL;"6 GB";"64 GB";"Xanh/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-9-pro-6gb-128gb-xanh";"IPS LCD";"1080 x 2400 Pixels";"16 triệu màu";"Full HD +";NULL;"6.67 inchs";"Corning Gorilla Glass 5";"2.3Ghz";"8";"Snapdragon Qualcomm 720G (8nm)";"Adreno 618";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 165.75 mm - Ngang 76.68 mm - Dày 8.8 mm";"209 g";"Nguyên Khối + Cảm ứng";"Khung nhựa + mặt lưng kính";"Không";"Li-Po";NULL;"5020 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 30W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng khuôn mặt AI, Mở khóa vân tay bên hông máy";"18 Tháng";"Trung Quốc";"2020";"16.0 MP";"Chính 64 MP & Phụ 8 MP, 5 MP, 2 MP";"Selfie toàn cảnh, Vẫy tay chụp ảnh, Phát hiện bóng AI, Camera trước hỗ trợ HDR, Hiệu chỉnh độ sáng màn hình camera trước, Nhận dạng khuôn mặt. Làm đẹp AI, Chế độ chân dung AI, Nhận dạng cảnh AI, Đèn studio AI";"Quay phim slow motion 720p@960fps / 240fps / 120fps, Quay phim chuyển động chậm 1080p@120fps, Quay video góc siêu rộng 720p@30fps, Quay video góc siêu rộng 1080p@30fps, Quay phim 720P@30fps, Quay phim 1080P@60fps / 30fps, Quay phim 4K@30fps";"Có";"Chế độ Ultra HD 64MP, cảnh đêm, Nhận dạng cảnh AI 5.0, góc siêu rộng, Hiệu chỉnh biến dạng cạnh ống kính siêu rộng, Làm đẹp AI, chụp ảnh liên tục, Tilt-shift, Thủy chuẩn, chụp chuyên nghiệp, Chế độ chân dung điều chỉnh mờ hậu cảnh, Chế độ toàn cảnh";NULL;"Máy, Bộ Sạc, Sách Hướng Dẫn, Ốp Lưng, Que Chọc Sim, Hộp
";NULL;"không"
"74";"Xiaomi Mi 9T 128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/7/23/636994743728810745_xiaomi-mi-9t-xanh-1.png";"7990000";"6655000";"8990000";"6 GB";"128 GB";"Xanh/";"Giá đặc biệt đến 21/06: 7,990,000đ
Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtTặng PMH 300,000đ (S) 
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/xiaomi-mi-9t-128gb/501363/tra-gop";"AMOLED";"2340 x 1080 Pixel";"16 Triệu";"Full HD +";NULL;"6.39 inchs";"Corning Gorilla Glass 5";"2.2Ghz";"8";"Snap dragon 730";"Adreno 618";"Có";"Không";"Không";"Không giới hạn";"Đang cập nhật";"156.7 x 74.3 x 8.8 mm";"191g";"Thiết kế nguyên khối";"Khung kim loại + mặt lưng kính";"Đang cập nhật";"Li-Po";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"Type-C";"USB Type C";"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Điều khiển thiết bị bằng IR";"18 Tháng";"Trung Quốc";"2019";"20.0 MP";"48 MP,13 MP +8 MP ( 3 camera )";"Thiết kế kiểu bật lên, tích hợp đèn thông báo, selfies chân dung AI,";"2160p @ 30fps";"Có";"Chụp gốc rộng, siêu rộng và chụp tele.";NULL;"Hộp máy, cáp sạc, củ sạc, sách hướng dẫn sử dụng, que chọc sim và ốp lưng
";NULL;"không"
"75";"Xiaomi Mi Note 10 Lite 8GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/1/637239364178965335_xiaomi-redmi-note-10-lite-tim-1.png";"9990000";"8294000";NULL;"8 GB";"128 GB";"Tím/Đen/Trắng/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtTặng PMH 300,000đ (S) 
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-10-lite/559270/tra-gop";"AMOLED";"1080 x 2340 Pixels";"16 triệu màu";"Full HD +";NULL;"6.47 inches";"Corning Gorilla Glass 5";"2.2 GHz";"8";"Qualcomm Snapdragon 730G (8nm)";"Adreno 618";"Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Cảm biến lấy nét laser";"Không";"Không";"Không giới hạn";"Đang cập nhật";"Dài 157.8 mm - Ngang 74.2 mm - Dày 9.67 mm";"204 g";"Nguyên Khối + Cảm ứng";"Đang cập nhật";"Không";"Li-Po";NULL;"5260mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 30W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng vân tay dưới màn hình";"18 Tháng";"Trung Quốc";"2020";"16.0 MP";"Chính 64 MP & Phụ 8 MP, 5 MP, 2 MP";"Selfie toàn cảnh, Vẫy tay để chụp, Phát hiện bóng AI, Chỉnh méo góc rộng, HDR camera trước, Chỉnh độ sáng màn hình camera trước, Hẹn giờ selfie, Nhận diện khuôn mặt, Làm đẹp AI, Chế độ chân dung AI, Nhận dạng khung cảnh AI, Ánh sáng studio AI";"Quay phim chuyển động chậm 720P@120 fps/240 fps/960 fps; chuyển động chậm 1080P@120 fps/240 fps/960 fps; 720P@30 fps; 1080P@60 fps/30 fps; 4K@30 fps";"Có";"Chế độ góc siêu rộng thông minh, Chụp ảnh ban đêm ổn định, Chế độ chân dung làm mờ bối cảnh, Chế độ toàn cảnh, Chế độ chuyên nghiệp, Hẹn giờ chụp, Chế độ chụp ảnh liên tiếp, Nhận diện khuôn mặt, HDR, Ảnh động, Làm đẹp AI, Ảnh có độ phân giải cao AI";NULL;"Máy, Sạc, Cáp, Sách hướng dẫn sử dụng, Ốp lưng, Cây lấy sim,
";NULL;"không"
"76";"Xiaomi Redmi Note 9 Pro 6GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/8/637245527244960684_xiaomi-redmi-note-9-pro-trang-1.png";"6990000";"5797000";NULL;"6 GB";"128 GB";"Trắng/Xám/";"Trả góp 0%
Bảo hành 18 tháng
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiết";"https:/dien-thoai/xiaomi-redmi-note-9-pro";"IPS LCD";"1080 x 2400 Pixels";"16 triệu màu";"Full HD +";NULL;"6.67 inchs";"Corning Gorilla Glass 5";"2.3Ghz";"8";"Snapdragon Qualcomm 720G (8nm)";"Adreno 618";"Cảm biến khoảng cách, Cảm biến ánh sáng môi trường trong màn hình, Gia tốc kế, Con quay hồi chuyển, La bàn điện tử, Mô tơ rung, Cảm biến vân tay, Cổng hồng ngoại";"Micro SD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 165.75 mm - Ngang 76.68 mm - Dày 8.8 mm";"209 g";"Nguyên Khối + Cảm ứng";"Khung nhựa + mặt lưng kính";"Không";"Li-Po";NULL;"5020 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 30W";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"Có";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";"Xiaomi Redmi Note";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng khuôn mặt AI, Mở khóa vân tay bên hông máy";"18 Tháng";"Trung Quốc";"2020";"16.0 MP";"Chính 64 MP & Phụ 8 MP, 5 MP, 2 MP";"Selfie toàn cảnh, Vẫy tay chụp ảnh, Phát hiện bóng AI, Camera trước hỗ trợ HDR, Hiệu chỉnh độ sáng màn hình camera trước, Nhận dạng khuôn mặt. Làm đẹp AI, Chế độ chân dung AI, Nhận dạng cảnh AI, Đèn studio AI";"Quay phim slow motion 720p@960fps / 240fps / 120fps, Quay phim chuyển động chậm 1080p@120fps, Quay video góc siêu rộng 720p@30fps, Quay video góc siêu rộng 1080p@30fps, Quay phim 720P@30fps, Quay phim 1080P@60fps / 30fps, Quay phim 4K@30fps";"Có";"Chế độ Ultra HD 64MP, cảnh đêm, Nhận dạng cảnh AI 5.0, góc siêu rộng, Hiệu chỉnh biến dạng cạnh ống kính siêu rộng, Làm đẹp AI, chụp ảnh liên tục, Tilt-shift, Thủy chuẩn, chụp chuyên nghiệp, Chế độ chân dung điều chỉnh mờ hậu cảnh, Chế độ toàn cảnh";NULL;"Máy, Bộ Sạc, Sách Hướng Dẫn, Ốp Lưng, Que Chọc Sim, Hộp

";NULL;"không"
"77";"Vivo S6";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/9/637193627376443984_vivo-s6-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"78";"Vivo S6 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/6/637217863903485073_vivo-s6-5g-2.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
